TAZ,Work_0,Work_1,Work_2,Work_3,Work_4,University,School,Escort,Maintenance,Discretionary,AtWork
1576,2.41408,1.62438,0.93384,1.45163,0.39931,0.12033,0,0,0,0,0
1577,2.4249,1.74091,0.74316,1.49944,0.32987,-0.16499,0.3657,0,0,0,0
1578,2.15434,1.45627,0.55284,1.19481,-0.11383,-0.30156,0,0,0,0,0
1579,2.22986,1.86105,0.41458,1.41981,0.54094,0,0,0,0,0,0
1580,2.64198,1.85354,0.91087,1.03277,0.24176,0,0,0,0,0,0
1581,3.08594,2.04844,1.31041,1.96652,0.83185,0.68286,0,0,0,0,0
1582,2.07336,1.38353,0.41954,1.02739,-0.06043,-0.36799,0,0,0,0,0
1583,2.50492,1.48994,0.63594,1.32812,0.2706,-0.15616,0.29256,0,0,0,0
1584,3.39735,1.82889,1.29468,1.87489,0.958,0,0,0,0,0,0
1585,0,0,0,0,0,0,0,0,0,0,0
1586,2.22678,1.50777,0.71068,1.21119,0.41842,-0.13637,0.59625,0,0,0,0
1587,1.92898,1.25452,0.56228,1.12334,0.14447,-0.43563,0.62729,0,0,0,0
1588,2.07411,1.34846,0.70291,1.15307,0.29232,-0.20485,0,0,0,0,0
1589,1.59268,1.19157,0.79807,0.87301,0.26726,-0.68811,0.8658,0,0,0,0
1590,4.57227,2.37181,1.45348,1.97971,0.98562,0,0,0,0,0,0
1591,2.25184,1.45321,0.65845,1.26638,0.41685,-0.39514,0,0,0,0,0
1592,1.71065,1.17764,0.42197,0.96756,0.19011,0,0,0,0,0,0
1593,1.9533,1.28298,0.731,1.068,0.24969,-0.20079,0,0,0,0,0
1594,1.58087,1.11623,0.56624,0.91011,0.34781,-0.57291,0.66488,0,0,0,0
1595,1.72282,1.26462,0.60715,1.0504,0.21117,0,0,0,0,0,0
1596,3.21317,1.89287,1.26057,1.77568,0.74074,0.99116,0,0,0,0,0
1597,3.4527,2.07992,1.53982,1.94286,1.12025,1.08874,0,0,0,0,0
1598,0.90997,1.68062,0.64132,1.73762,1.14007,0,0,0,0,0,0
1599,3.04494,1.82193,1.068,1.45654,0.89282,0.64079,2.61637,0,0,0,0
1600,1.33822,1.28135,0.71503,1.01881,0.18191,0,0,0,0,0,0
1601,1.61833,1.05766,0.38514,0.71012,0.03227,-0.64447,0,0,0,0,0
1602,4.50766,3.11562,2.24319,2.83821,1.86848,2.22964,0,0,0,0,0
1603,3.88398,2.28184,1.84609,2.38206,1.19535,1.16376,1.37592,0,0,0,0
1604,1.85105,1.01526,0.37507,0.84635,0.02797,-0.60834,1.35219,0,0,0,0
1605,2.70082,1.60183,0.93282,1.29713,0.76717,0,0,0,0,0,0
1606,2.68316,1.6152,0.98318,1.49225,1.05884,0,2.99646,0,0,0,0
1607,1.42894,1.04986,0.34681,0.84172,0.15054,-0.77711,-5.65768E-3,0,0,0,0
1608,3.19345,1.40381,1.1418,1.20877,1.07883,0,0,0,0,0,0
1609,0.96917,1.01151,0.64391,0.76191,0.21312,-2.91546,0,0,0,0,0
1610,1.90113,1.09162,0.3446,0.58656,0.59085,0,0,0,0,0,0
1611,1.29479,0.73936,0.15561,0.33596,0.02263,-0.82872,0.42165,0,0,0,0
1612,2.08354,0.94714,0.45465,0.88513,0.35907,-0.08813,1.54687,0,0,0,0
1613,0.73424,0.84468,0.41712,0.56773,0.23771,-0.8343,0,0,0,0,0
1614,2.55156,1.38384,0.73417,1.09895,0.30133,0,0,0,0,0,0
1615,0.90381,0.50426,0.63724,0.32757,0.03498,0,0,0,0,0,0
1616,4.21515,2.463,2.40805,2.39526,1.51116,1.429,0,0,0,0,0
1617,1.79423,0.86473,0.22812,0.57805,0.05717,-0.64052,1.51109,0,0,0,0
1618,2.16365,0.88994,0.36787,0.63217,0.14125,0.04415,0,0,0,0,0
1619,0.88345,0.86591,0.26166,1.37274,-0.15993,0,0,0,0,0,0
1620,1.87107,0.81057,0.08218,0.66151,0.01865,0.14297,1.50256,0,0,0,0
1621,2.61961,1.46017,0.80405,1.16368,0.66342,0.90728,0,0,0,0,0
1622,1.76961,0.7584,0.267,0.57032,0.07444,0,0,0,0,0,0
1623,1.11194,0.45667,-0.02011,0.11493,-0.1073,-0.3712,0,0,0,0,0
1624,1.47233,0.64337,0.06171,0.27715,-0.06823,-0.06717,0,0,0,0,0
1625,2.18447,1.06242,0.33993,0.68418,0.40876,-0.11288,0.77337,0,0,0,0
1626,2.09183,1.16931,0.75316,0.88996,0.52751,0,0,0,0,0,0
1627,1.36342,0.61059,0.33315,0.32182,0.10389,-0.60253,0,0,0,0,0
1628,1.86313,0.8122,0.32746,0.48831,0.16296,-0.14897,0,0,0,0,0
1629,1.38299,0.45843,-0.01859,0.27163,-0.08399,-0.32006,0,0,0,0,0
1630,1.72973,0.65051,-0.04381,0.34307,-0.01576,-0.73902,0.33367,0,0,0,0
1631,4.63927,3.09875,1.55526,1.67004,1.45335,0,0,0,0,0,0
1632,1.17416,0.33712,-0.04148,0.07775,-0.25602,-0.47579,0.55918,0,0,0,0
1633,1.50646,0.43474,-8.7375E-3,0.32872,-0.02552,-0.32724,0,0,0,0,0
1634,6.68572,4.62166,3.78989,4.51605,3.43597,0,0,0,0,0,0
1635,1.45717,0.52842,0.12943,0.43798,0.10815,0.87338,1.14068,0,0,0,0
1636,1.67166,0.93473,0.70631,0.59206,0.65865,0,0,0,0,0,0
1637,0.48857,0.15302,0.5865,0.10651,0.22365,-0.48475,0,0,0,0,0
1638,1.36325,0.46233,0.04318,0.18102,0.03021,0,0,0,0,0,0
1639,1.36526,0.33213,-0.22636,0.23295,-0.18831,-1.68935,0.99099,0,0,0,0
1640,1.21123,0.35063,-0.02625,0.07967,-0.19252,-0.35834,0,0,0,0,0
1641,1.66264,0.70556,0.17912,0.71976,0.07265,-0.10882,0,0,0,0,0
1642,1.21601,0.44182,0.03732,0.20315,-0.05053,-0.15397,0,0,0,0,0
1643,1.26039,0.43726,0.12655,0.19771,-0.06196,-0.28315,1.37963,0,0,0,0
1644,1.89496,0.80769,0.10271,0.40005,0.24748,0.27513,0,0,0,0,0
1645,1.29486,0.54827,0.25838,0.17401,0.01422,-0.60873,1.73784,0,0,0,0
1646,1.62735,0.41039,-0.0902,0.20327,0.14588,-0.63431,1.56686,0,0,0,0
1647,1.96716,0.67486,-0.03408,0.23689,0.17907,0.54487,0,0,0,0,0
1648,1.14701,0.21373,-0.1808,0.14361,-0.21175,-0.59089,0,0,0,0,0
1649,1.62807,0.62349,0.25495,0.58945,0.29948,-1.49375,0,0,0,0,0
1650,1.45641,0.41812,-0.09201,0.07001,-0.16668,-0.33401,1.31858,0,0,0,0
1651,1.46394,0.96761,0.41982,0.44595,0.15041,0,0,0,0,0,0
1652,0.55502,0.1886,0.07088,0.21053,0.34121,-1.26814,-0.08372,0,0,0,0
1653,1.5685,0.36239,-0.36432,0.20619,-0.0539,-0.42875,0.70208,0,0,0,0
1654,1.46001,0.46015,0.52474,0.09961,0.37546,-0.73606,1.31436,0,0,0,0
1655,1.46239,0.78992,0.14497,0.68034,0.28145,-0.18606,0,0,0,0,0
1656,1.34673,0.26769,-0.0534,0.12508,-0.10457,-0.62969,0.27031,0,0,0,0
1657,0.84847,0.48453,-0.37332,-0.06092,0.21156,0,0,0,0,0,0
1658,1.69899,0.67986,0.1413,0.54427,0.38529,-0.14572,0,0,0,0,0
1659,1.93235,0.58053,0.01111,0.40245,0.02844,0.26724,0,0,0,0,0
1660,1.10622,0.21468,-0.02993,-0.01405,-0.14261,-0.26656,1.00065,0,0,0,0
1661,1.14669,0.04645,-0.23962,-0.09153,-0.20269,-0.12409,0,0,0,0,0
1662,2.97636,1.7614,1.26232,1.20088,1.10317,0,0,0,0,0,0
1663,1.26513,0.3737,0.19453,0.03167,-0.09174,-0.77092,0.79309,0,0,0,0
1664,0.42222,-0.03146,-0.04221,-0.16044,0.03923,-1.90268,-0.94212,0,0,0,0
1665,1.58704,0.46639,-0.18273,0.07097,-0.04859,-0.12924,1.60921,0,0,0,0
1666,1.42355,0.34296,0.12401,0.19769,-0.08981,-0.64581,1.1325,0,0,0,0
1667,0.53266,-4.04516E-3,0.07921,-0.17656,0.1193,-1.08225,0,0,0,0,0
1668,1.5739,0.51021,-0.16549,0.43624,0.13837,0.18023,1.42929,0,0,0,0
1669,1.12003,0.09605,-0.16478,-7.57722E-3,-0.25083,-0.53896,0.35744,0,0,0,0
1670,1.98606,0.45003,-0.05862,0.29329,0.10127,-0.15451,0,0,0,0,0
1671,1.24616,0.07573,-0.16295,-0.11124,-0.27579,-0.55753,0.62636,0,0,0,0
1672,2.03571,0.45453,-0.04637,0.05601,0.09757,-0.9448,0.2536,0,0,0,0
1673,1.235,0.37052,0.12011,0.2405,0.11422,-0.37653,1.15945,0,0,0,0
1674,1.24861,0.38785,0.41283,0.18617,0.04786,-0.82671,0,0,0,0,0
1675,1.3221,0.71947,0.35208,0.32927,9.11406E-3,-0.65465,0,0,0,0,0
1676,1.40717,0.36459,-0.11648,0.09289,0.01216,0,0,0,0,0,0
1677,1.38004,0.17442,0.02587,0.16743,-6.44804E-3,-0.50381,0,0,0,0,0
1678,1.51284,0.47681,-0.10281,0.08764,0.11464,-0.1678,1.00773,0,0,0,0
1679,1.13669,0.17124,-0.14353,0.08766,-0.06732,-0.33455,0,0,0,0,0
1680,0.87656,0.04219,0.27142,-0.24214,0.17887,-0.72364,0,0,0,0,0
1681,1.78814,0.3296,-0.13309,0.64815,0.28383,0,0,0,0,0,0
1682,1.27382,0.30092,0.16609,0.08534,-0.07205,-1.49375,1.14839,0,0,0,0
1683,1.3623,0.30778,-0.10799,0.19559,0.2387,0,0,0,0,0,0
1684,1.16462,0.14531,-0.0518,-0.01857,-0.1151,-0.9044,0.87471,0,0,0,0
1685,1.05976,-0.02634,-0.05708,0.0597,-0.02007,0,0,0,0,0,0
1686,1.20994,0.33241,0.17206,0.30851,0.05788,0,0,0,0,0,0
1687,1.2336,0.29486,0.0893,0.1362,0.08204,-0.45074,0.84538,0,0,0,0
1688,1.90703,0.75219,0.07063,0.07428,0.25212,0.10749,0,0,0,0,0
1689,1.60126,0.41474,0.07116,0.25504,-0.0822,-0.4315,0,0,0,0,0
1690,1.93762,0.29654,-0.08808,-0.01729,0.36687,-0.37798,0.97778,0,0,0,0
1691,1.35727,0.18426,-0.2816,0.1006,-0.05944,-0.14382,0,0,0,0,0
1692,0.81505,0.20734,0.2746,-6.94641E-3,0.52976,-0.66707,0,0,0,0,0
1693,1.54989,0.89143,0.02657,0.72119,-0.14075,0,0,0,0,0,0
1694,1.36483,0.1817,0.14612,-0.01992,0.04415,-0.39799,0.74271,0,0,0,0
1695,-2.44954,1.34847,-1.11004,-0.45805,-0.15108,0,0,0,0,0,0
1696,0.87491,0.07112,-0.02091,-0.17505,7.66553E-5,-0.95293,0,0,0,0,0
1697,0,0,0,0,0,0,0,0,0,0,0
1698,0.77763,0.13492,0.15816,-5.86205E-3,0.21877,-0.16194,0,0,0,0,0
1699,0.53543,-0.14629,0.06801,-0.37656,0.10306,-1.31073,0,0,0,0,0
1700,1.49359,0.18937,0.16285,0.32361,0.13285,0,0.84469,0,0,0,0
1701,0.41979,-0.13912,0.10719,-0.27188,0.1534,-1.59239,-0.1685,0,0,0,0
1702,1.44843,0.42844,-7.34703E-3,0.44846,0.22252,0.71964,0,0,0,0,0
1703,1.23736,0.29097,0.0454,0.0926,0.08956,-0.27146,0.69955,0,0,0,0
1704,1.71796,0.50975,-0.21934,0.15837,0.14085,0,0,0,0,0,0
1705,1.16643,0.13578,0.0932,0.10297,-0.02612,-0.42753,1.03368,0,0,0,0
1706,1.58968,0.14989,-0.0484,0.07649,-0.04107,-0.54355,0.60974,0,0,0,0
1707,1.56357,0.59466,-0.08416,0.02979,0.19827,-0.6741,0.43977,0,0,0,0
1708,2.05108,0.60776,0.02247,0.29868,0.06906,0.11309,0,0,0,0,0
1709,1.19877,0.21474,-0.06144,0.28519,0.15661,-0.36119,0.54658,0,0,0,0
1710,1.39561,0.51397,0.09594,0.40425,0.01431,0.17748,0,0,0,0,0
1711,1.32308,0.20872,-0.10159,-0.14231,-4.20224E-3,-0.27184,0,0,0,0,0
1712,0.42672,-0.31343,-0.15924,-0.55442,-0.29082,-0.91611,0,0,0,0,0
1713,1.51634,0.32018,-0.16224,0.04842,0.06508,0,1.20661,0,0,0,0
1714,1.56082,0.13259,-0.23768,0.09272,-0.20458,-0.41553,1.18918,0,0,0,0
1715,0.97217,0.15529,-0.02854,-0.0219,0.09427,-0.78096,0,0,0,0,0
1716,2.42245,0.57854,0.43088,0.52404,0.27675,0,0,0,0,0,0
1717,1.57094,0.34197,-0.23683,0.03789,0.01315,-0.08086,0.37151,0,0,0,0
1718,0.64151,-0.43427,-0.501,-0.35608,-0.47428,-0.67495,-0.0325,0,0,0,0
1719,1.05272,0.13433,-0.05105,-0.01474,-0.04,-0.71943,0.3683,0,0,0,0
1720,0.53136,-0.01107,0.15897,-0.57431,-0.04928,-0.89757,-0.10828,0,0,0,0
1721,0.95118,0.22835,-0.03693,-0.06697,-0.12669,-0.3389,0,0,0,0,0
1722,1.55603,0.33907,0.28054,0.52298,0.26567,0,0,0,0,0,0
1723,1.25811,0.29996,0.30554,0.57153,0.1789,0,0.63939,0,0,0,0
1724,1.0305,0.07951,0.08115,-0.18244,0.06371,-1.35397,-0.55405,0,0,0,0
1725,1.31977,0.38085,0.61289,0.33656,-0.04056,-0.91838,0,0,0,0,0
1726,2.39997,0.41787,0.54183,2.36623,1.02303,0,0,0,0,0,0
1727,2.04495,-1.65896,0.07326,0.72178,0.7167,0,0,0,0,0,0
1728,1.10694,0.03726,0.04585,0.08676,0.06094,-0.60434,0.82563,0,0,0,0
1729,1.40576,0.22274,-0.24187,0.18766,0.11698,-0.40372,0,0,0,0,0
1730,1.78711,0.41199,-0.07512,0.1913,0.1559,-0.62625,0,0,0,0,0
1731,1.74567,0.37906,-0.12588,0.1398,0.21816,-0.03238,0,0,0,0,0
1732,1.69349,0.14896,0.13749,0.14649,0.2028,-0.29756,0,0,0,0,0
1733,1.8685,1.04807,0.60664,1.062,0.60449,0,0,0,0,0,0
1734,1.55247,0.35367,0.86188,0.81613,0.29628,0,0,0,0,0,0
1735,1.25873,0.21832,0.1459,0.14046,0.17585,0,0,0,0,0,0
1736,1.50371,0.165,0.04936,0.16829,0.0872,-0.15054,0.74961,0,0,0,0
1737,1.41792,0.0475,-0.30686,-0.14448,-0.05048,-0.63289,0.90394,0,0,0,0
1738,1.84818,0.59831,0.34632,0.30235,0.01884,0,0,0,0,0,0
1739,1.48513,0.27796,-1.16388E-3,0.08275,0.10843,0,0,0,0,0,0
1740,1.05539,0.56978,0.24172,0.52985,-0.39319,0,0,0,0,0,0
1741,1.10073,0.15553,0.08533,0.40529,0.03503,-0.06199,0.90343,0,0,0,0
1742,1.73023,0.24327,0.19088,0.32291,0.05024,-0.76823,0,0,0,0,0
1743,1.46744,0.37001,0.20768,0.24318,0.06232,0,0,0,0,0,0
1744,1.25239,-0.05495,-0.44651,-0.2251,-0.26178,-0.69205,0.25922,0,0,0,0
1745,1.28118,0.39805,0.54274,0.56855,0.31191,-0.1626,0,0,0,0,0
1746,1.51586,0.28447,-4.18104E-4,0.42342,0.42563,0,0,0,0,0,0
1747,1.32558,0.09468,-0.02941,0.92953,0.34863,0.09734,0,0,0,0,0
1748,1.58959,0.27673,0.02542,0.17446,0.15097,0,1.60401,0,0,0,0
1749,1.95282,0.22395,0.20077,0.30455,0.37239,0,0,0,0,0,0
1750,1.19119,0.1141,0.19405,0.01987,0.08539,-1.14259,0.42242,0,0,0,0
1751,1.78479,0.26797,0.04531,0.46904,0.06044,-0.43784,0,0,0,0,0
1752,1.39181,0.29018,0.01264,0.22281,0.18172,-0.25803,1.14563,0,0,0,0
1753,1.61855,0.44493,-0.08994,0.02072,0.0698,-0.14382,0,0,0,0,0
1754,1.17922,0.22951,0.24656,-0.13734,0.12661,0,0,0,0,0,0
1755,1.28992,0.37524,0.24348,0.13484,0.45091,-1.05591,0,0,0,0,0
1756,1.60148,0.35328,0.19356,0.39562,0.13007,-0.26858,0.91042,0,0,0,0
1757,0.99253,0.35725,0.35167,-0.16318,0.35252,0,0,0,0,0,0
1758,1.61009,0.52811,0.05511,0.57435,0.33157,0.29211,0,0,0,0,0
1759,2.1172,0.4854,0.4125,0.41307,0.39651,-0.9705,0,0,0,0,0
1760,0.88279,0.6333,0.6375,1.09072,0.13656,0,0,0,0,0,0
1761,0.94565,0.09951,0.13302,-0.04214,0.22265,-1.46894,-0.23076,0,0,0,0
1762,1.29147,0.27204,0.15365,0.10186,0.22605,-0.72769,0,0,0,0,0
1763,1.25339,0.26923,0.26608,0.21548,0.21956,-0.47977,0,0,0,0,0
1764,1.58066,0.4201,-0.06185,0.1219,0.1568,-0.13261,0.99443,0,0,0,0
1765,0.48101,0.26241,0.41462,-0.02844,0.60283,-0.22078,0,0,0,0,0
1766,1.08298,0.03408,0.10582,-0.01232,-0.01946,-0.73657,0.44927,0,0,0,0
1767,1.73022,0.46563,0.19041,0.75093,0.40027,0.29801,1.11189,0,0,0,0
1768,1.37906,0.12353,-0.16843,0.02832,0.07453,-0.70152,0.12638,0,0,0,0
1769,1.29939,-0.13555,-0.3277,-0.04108,-0.06831,0.0385,0,0,0,0,0
1770,2.23331,0.89706,0.75998,0.25525,0.69688,0,0,0,0,0,0
1771,1.12034,0.03783,-0.062,0.0706,-2.50191E-3,-0.48104,0.59787,0,0,0,0
1772,1.22607,0.52373,0.44241,0.54971,0.35447,0,0,0,0,0,0
1773,1.28877,0.27247,0.19134,0.05096,0.08277,-0.84142,0,0,0,0,0
1774,1.21057,0.10405,-6.22116E-4,0.08941,0.15666,-0.33049,0.46245,0,0,0,0
1775,1.27506,0.28668,0.04724,0.14821,0.19726,0,0,0,0,0,0
1776,1.54064,0.52202,0.39993,0.28757,0.14693,0,0,0,0,0,0
1777,1.34369,-0.04241,0.86393,0.20608,0.18534,0,0,0,0,0,0
1778,3.27841,1.78536,1.30876,1.30156,1.19525,0.76672,1.7982,0,0,0,0
1779,3.47616,1.77181,1.48672,1.41919,1.34358,0,0,0,0,0,0
1780,1.33745,0.12432,-0.08894,0.29483,0.01882,0.02454,0,0,0,0,0
1781,1.46734,0.17352,0.16258,0.1961,0.16166,-0.28203,0.93282,0,0,0,0
1782,1.38316,0.10251,0.05396,0.2002,0.09333,0.18023,0,0,0,0,0
1783,1.70221,0.37002,0.17742,0.08348,0.28616,-0.10523,1.09706,0,0,0,0
1784,1.53098,0.79407,0.02291,0.46441,-0.06282,0.34865,0,0,0,0,0
1785,1.96879,0.37058,-0.09752,0.54745,0.18686,-0.02044,0,0,0,0,0
1786,1.18938,0.06843,-0.13685,-0.08591,-0.15186,0.29801,0,0,0,0,0
1787,1.25202,0.08792,0.09409,0.07134,0.05141,0.13887,0,0,0,0,0
1788,2.03858,0.47937,0.10301,0.88163,0.47107,0,0,0,0,0,0
1789,2.17186,0.8562,0.50415,-0.24106,0.39638,0,0,0,0,0,0
1790,1.39567,0.42877,0.5879,0.41792,2.64066E-3,-0.0604,0.94282,0,0,0,0
1791,0.64071,-0.09787,0.121,-0.25385,0.16036,-1.05166,-0.11096,0,0,0,0
1792,1.71018,0.30125,0.39133,0.64009,0.48968,0,0,0,0,0,0
1793,1.46705,0.61353,0.4564,0.40191,0.18705,0.12911,0,0,0,0,0
1794,1.62324,0.37268,0.14499,0.27356,0.2067,0.57772,0,0,0,0,0
1795,2.28523,1.36394,0.20872,0.47684,0.4754,0,0,0,0,0,0
1796,1.41741,0.36029,0.31435,0.37167,0.17143,-0.3321,1.01624,0,0,0,0
1797,1.52873,0.71171,0.21693,0.35678,0.24434,1.01195,0,0,0,0,0
1798,0.12423,0.78042,0.20426,0.12255,0.36882,0,0,0,0,0,0
1799,1.35159,0.32673,0.28371,0.44156,0.07244,0.0528,0,0,0,0,0
1800,1.47021,0.11054,0.0999,0.23622,0.07332,-0.47073,0.16461,0,0,0,0
