TAZ,Work_0,Work_1,Work_2,Work_3,Work_4,University,School,Escort,Maintenance,Discretionary,AtWork
4024,0.44701,-0.04936,-0.20221,-0.48588,0.39458,1.46949,1.07069,0,0,0,0
4025,-0.39051,-0.30685,-0.42245,-0.02878,1.09465,0.98226,-0.07375,0,0,0,0
4026,-1.32478,-0.96379,0.9855,-0.9477,-0.0552,0,0,0,0,0,0
4027,0.04127,0.03178,-0.06131,-0.76586,0.76867,0,0,0,0,0,0
4028,-0.4887,-0.4329,0.1282,-0.65714,0.55163,0,0,0,0,0,0
4029,0.15079,-0.03486,-0.14082,-0.72093,0.55659,0,0,0,0,0,0
4030,-0.17303,-0.05367,-0.35083,-0.02656,0.99054,0,0.95903,0,0,0,0
4031,-0.24945,-0.25519,-0.46172,-0.05293,1.04337,1.37612,0,0,0,0,0
4032,0.16553,-0.03416,-0.21178,-0.8003,1.03822,0,0,0,0,0,0
4033,-1.28604,0.30366,-0.36682,-0.98776,0.7997,0,0,0,0,0,0
4034,0.21002,0.26346,-0.32263,-0.30201,0.74536,0,0,0,0,0,0
4035,0.3183,-0.50492,-0.22749,-0.91266,0.7657,1.12583,0,0,0,0,0
4036,-2.05974,-0.53742,-1.16857,-0.31229,0.42647,0,0,0,0,0,0
4037,-0.23923,-0.14006,-0.32771,-0.5289,0.48255,0,0,0,0,0,0
4038,-1.07559,-0.51068,-0.61065,-1.11045,0.38333,0,0,0,0,0,0
4039,-0.16301,-0.04085,-0.15753,-0.54927,0.45069,0,0,0,0,0,0
4040,0.15777,-0.09414,-0.26459,-0.61292,0.68208,1.03198,0,0,0,0,0
4041,0.57938,0.03572,-0.25529,-0.67951,0.45858,0,0,0,0,0,0
4042,0,0,0,0,0,0,0,0,0,0,0
4043,0.4383,-0.27253,-0.04401,0.09545,0.94053,0,0,0,0,0,0
4044,-0.03418,-0.16261,-0.49103,-0.54807,0.42572,1.37777,1.02008,0,0,0,0
4045,0.07455,-0.32139,-0.82039,0.51131,1.23483,0,0,0,0,0,0
4046,-0.43642,0.02552,-0.24455,-0.40939,0.52727,0,0,0,0,0,0
4047,-0.05524,-0.21374,-0.31433,-0.49347,0.31515,1.33426,1.00128,0,0,0,0
4048,0.35016,-0.26298,-0.35251,-0.67078,0.6421,0,0,0,0,0,0
4049,0.3329,-0.03566,0.23224,-0.30308,0.7553,0,0,0,0,0,0
4050,0.17687,-0.15534,-0.36058,-0.79895,0.43798,1.39987,0.7524,0,0,0,0
4051,-0.64327,-0.574,-0.85992,-0.01538,1.09915,4.07853E-3,-0.5585,0,0,0,0
4052,0.06404,-0.05626,-0.52437,-0.4888,0.48931,1.3803,0,0,0,0,0
4053,-0.78014,-0.34353,-0.61646,-0.25774,0.99251,1.27737,0,0,0,0,0
4054,0.01706,-0.19781,-0.23558,-0.38828,0.7007,0,0,0,0,0,0
4055,-0.22765,-0.29813,-0.73951,0.82667,1.83235,-0.03238,0.57229,0,0,0,0
4056,-0.18372,-0.03141,-0.44673,-0.62177,0.45764,1.03023,0,0,0,0,0
4057,0.44688,-0.01983,-0.19297,-0.71209,0.40333,0,1.37405,0,0,0,0
4058,-0.62399,-0.21989,-0.36458,-0.50605,0.98079,0,0,0,0,0,0
4059,-0.53483,-0.58625,-0.85856,0.60292,1.39117,0.60631,0.38128,0,0,0,0
4060,-0.39457,-0.32475,-0.41264,-0.11315,1.02908,1.33412,0,0,0,0,0
4061,-0.68049,-0.62273,-0.85756,-0.36234,0.79029,1.41273,0.22056,0,0,0,0
4062,0.61557,0.1172,-4.04628E-3,-0.26284,0.31664,1.59137,1.25139,0,0,0,0
4063,0.44241,0.09713,-0.54945,-0.75379,0.63713,1.59469,1.04939,0,0,0,0
4064,-0.13669,-0.45432,-0.76686,-1.15306,0.11074,1.93562,0,0,0,0,0
4065,-0.14238,-0.1497,-0.43901,-0.05125,0.80235,1.40291,0.69549,0,0,0,0
4066,0.49888,-0.01009,-0.37329,-0.76902,0.35273,1.53598,0.66589,0,0,0,0
4067,0.08297,7.44671E-4,-0.3946,0.37641,1.39029,0.66077,0.68929,0,0,0,0
4068,-0.16758,-0.43564,-0.25615,0.94161,1.75585,0,0,0,0,0,0
4069,0.68576,0.13404,-0.07088,-0.5987,0.39261,0,0,0,0,0,0
4070,-0.26561,-0.24068,-0.62771,-0.11969,0.94666,0.99277,-0.35524,0,0,0,0
4071,0.97054,9.20072E-3,-0.13329,-0.29961,0.33435,-0.43784,1.21769,0,0,0,0
4072,0.29136,0.07867,-0.38982,-0.48759,0.80429,-0.36276,0,0,0,0,0
4073,0.28265,-0.08079,-0.26379,-0.56984,0.4722,1.44521,0.91125,0,0,0,0
4074,-0.11562,-0.49634,-0.80556,-1.08305,0.1514,1.52319,1.27974,0,0,0,0
4075,0.39128,0.17235,-0.3052,-0.41633,0.36558,0,0,0,0,0,0
4076,-0.31851,-0.22938,-0.48971,0.06724,1.12675,0.86568,0.32036,0,0,0,0
4077,0.19368,-0.18573,-0.37233,-0.82009,0.52422,1.4083,1.4663,0,0,0,0
4078,-0.315,-0.43259,-0.67184,0.02594,1.39398,0.38794,0.24758,0,0,0,0
4079,0.05752,0.14365,-0.42458,-0.68985,0.30636,0,0,0,0,0,0
4080,0.34662,0.19694,-0.33105,-0.67241,0.56331,0.33039,0.99756,0,0,0,0
4081,1.05188,0.26482,-0.28354,-0.46399,0.37058,1.48444,1.24023,0,0,0,0
4082,-0.07451,0.04354,-0.59129,1.19774,1.51074,0,0,0,0,0,0
4083,1.11505,0.38897,8.69718E-3,-0.74406,0.43249,0.33039,0,0,0,0,0
4084,0.26068,-0.01379,-0.4376,-0.80161,0.54939,0,1.23159,0,0,0,0
4085,-0.26765,-0.31786,-0.66273,-0.27629,0.91376,1.01809,0,0,0,0,0
4086,-0.55664,-0.82444,-0.94828,0.54515,1.7169,-0.78644,-1.53287,0,0,0,0
4087,-0.49897,-0.31347,-0.7649,0.26015,1.43594,0.12811,-0.57085,0,0,0,0
4088,0.138,-0.09333,-0.56541,-0.77333,0.40149,0,0,0,0,0,0
4089,-0.23143,-0.41107,-0.70865,0.20532,1.1079,0,0,0,0,0,0
4090,0.44737,-0.22281,-0.53663,-0.92903,0.34413,1.25596,0,0,0,0,0
4091,-0.20541,-0.70381,-0.87261,0.42724,1.45763,-0.79055,-1.33727,0,0,0,0
4092,0.21994,0.15163,-0.05208,0.13946,1.24087,0,0,0,0,0,0
4093,0.53134,-0.02807,-0.33632,-0.11392,1.01957,1.31225,0,0,0,0,0
4094,0.67911,-0.03469,-0.31541,-0.86963,0.34263,1.52525,0.61323,0,0,0,0
4095,0.2013,-0.54008,-0.39718,0.71887,1.59488,-0.62377,-0.50722,0,0,0,0
4096,-0.56265,-0.44037,-0.32147,0.07672,1.28024,0,0,0,0,0,0
4097,-0.41521,-0.43048,-0.74306,-0.04314,1.20773,-0.6457,-0.43683,0,0,0,0
4098,0.48731,0.107,-0.32419,-0.53629,0.78869,1.29126,0,0,0,0,0
4099,-0.16428,-0.13755,-0.52689,0.12199,1.32374,0.57889,0,0,0,0,0
4100,-0.75855,-0.58494,-0.83615,-0.03776,1.26557,-0.3208,-0.43555,0,0,0,0
4101,0.85912,0.03186,-0.1495,-0.51743,0.81382,1.60409,0.96257,0,0,0,0
4102,0.28295,9.27791E-4,-0.08828,-0.18229,0.9857,0.83571,0.31461,0,0,0,0
4103,0.6601,-3.87741E-3,-0.35447,-0.97231,0.48272,1.17229,0.03409,0,0,0,0
4104,1.10303,0.23233,-0.10669,-0.51999,0.54963,1.33422,0.99706,0,0,0,0
4105,0.60032,0.16093,-0.26836,-0.6169,0.56972,1.52947,1.46453,0,0,0,0
4106,0.7495,0.23812,-0.0143,-0.46475,0.64974,1.56763,0,0,0,0,0
4107,-0.1739,-0.23926,-0.42149,0.29743,1.35718,-0.04416,-0.22051,0,0,0,0
4108,-0.25939,-0.33132,-0.55358,0.14236,1.45281,0.33039,-1.35201,0,0,0,0
4109,0.42304,0.43608,0.17402,-0.32734,0.75015,0,0.8106,0,0,0,0
4110,1.19344,0.56152,-0.01842,-0.78574,0.72499,1.58227,0,0,0,0,0
4111,0.28503,0.119,-0.49524,0.02761,1.27893,1.40667,0.70575,0,0,0,0
4112,0.7064,0.31007,-0.03678,-0.06881,0.86998,0,0,0,0,0,0
4113,0.28233,-0.26724,-0.48731,0.50649,1.3851,-0.93371,-0.19528,0,0,0,0
4114,1.43965,0.53776,0.26108,0.03336,1.03074,0,0,0,0,0,0
4115,-0.35843,-0.44278,-0.6678,0.01843,1.19076,-0.72364,0,0,0,0,0
4116,0.11642,-0.35689,-0.61672,0.04237,1.24291,-0.54232,-0.9268,0,0,0,0
4117,0.55848,0.15651,0.09107,0.31148,1.24927,0.54136,0,0,0,0,0
4118,0.65995,-0.41473,-0.22922,0.25075,1.80916,0.12811,0,0,0,0,0
4119,0.57286,-0.17032,-0.18073,0.2366,1.44611,0,-0.15307,0,0,0,0
4120,0.64813,-0.1382,-0.61502,0.29982,1.33037,-0.5005,0,0,0,0,0
4121,0.32192,-0.23232,-0.59496,-0.13266,1.28046,-0.84806,-0.67582,0,0,0,0
4122,0.3368,-0.47991,-0.53216,0.43688,1.41421,0,0,0,0,0,0
4123,1.45352,-0.23386,-0.55406,0.37644,1.61738,-0.90596,0,0,0,0,0
4124,0.22451,-0.41547,-0.50443,0.19914,1.36634,0,0,0,0,0,0
4125,0,0,0,0,0,0,0,0,0,0,0
4126,1.01828,0.84193,0.2672,-0.30975,0.71045,2.36926,1.71037,0,0,0,0
4127,0.32814,-0.17389,-0.56949,0.11461,1.30937,-0.78485,-1.03592,0,0,0,0
4128,1.63503,1.58797,0.30027,-0.05426,1.94288,1.17508,0,0,0,0,0
4129,0.29075,-0.28395,-0.54357,0.05432,1.0183,-0.52735,0,0,0,0,0
4130,0,0,0,0,0,0,0,0,0,0,0
4131,0,0.07069,0,0,0,0,0,0,0,0,0
4132,0,0,0,0,0,0,0,0,0,0,0
4133,2.86248,2.28103,3.41526,2.44886,3.05884,0,0,0,0,0,0
4134,0,1.80842,2.24664,4.13302,2.46534,0,0,0,0,0,0
4135,0,0,0.57007,0,0,0,0,0,0,0,0
4136,3.68844,1.77106,1.29794,2.33157,2.14718,0,0,0,0,0,0
4137,0.51312,-0.14521,-0.37621,0.59471,1.6617,-1.07222,0.04136,0,0,0,0
4138,2.58791,0.661,0.28441,0.80366,1.47989,0,3.5791,0,0,0,0
4139,0.28788,-0.61097,-0.7106,0.17704,1.3749,-1.57757,-1.58528,0,0,0,0
4140,0.41231,-0.35372,-0.70446,0.48058,1.28376,-0.85643,-0.47691,0,0,0,0
4141,0.50126,-0.33348,-0.3949,0.4639,1.56978,-1.06559,-0.17086,0,0,0,0
4142,2.02699,0.241,-0.31123,0.70469,1.38262,-0.39351,0,0,0,0,0
4143,3.53035,1.19715,0.61019,1.29362,2.12648,0.67938,3.26723,0,0,0,0
4144,2.15317,0.36017,-0.27174,0.52432,1.35581,-0.67055,1.38409,0,0,0,0
4145,1.35335,0.08825,-0.22986,0.88421,1.52754,-0.29106,0,0,0,0,0
4146,0.40309,-0.56144,-0.6932,0.33261,1.11931,-1.34657,-0.60913,0,0,0,0
4147,2.48799,0.53434,-0.04043,0.75092,1.49395,-0.24015,2.30062,0,0,0,0
4148,1.67886,-0.18029,-0.79393,0.08309,0.86485,-0.61732,0.48291,0,0,0,0
4149,1.85755,0.0673,-0.3575,0.51301,1.24761,-0.53009,0.41241,0,0,0,0
4150,3.10117,2.05831,1.61921,1.62943,2.38026,0,0,0,0,0,0
4151,0.60904,-0.41127,-0.70597,0.22144,1.13436,-1.15842,-8.09741E-3,0,0,0,0
4152,1.78636,0.12171,-0.24798,0.61672,1.08539,-0.66949,1.06658,0,0,0,0
4153,0.78532,0.02299,-0.29396,0.74591,1.37368,-0.91289,0.08273,0,0,0,0
4154,-1.79593,-0.07157,-0.17952,-1.83104,-0.481,0,0,0,0,0,0
4155,1.81927,-0.02747,-0.43185,0.38859,1.03831,-0.61571,0,0,0,0,0
4156,1.77549,0.36676,-0.37908,0.45862,1.23053,-0.4922,1.42822,0,0,0,0
4157,1.94684,0.34344,-0.37289,0.89594,1.11638,0,0,0,0,0,0
4158,1.46582,-0.04074,-0.55669,0.87029,1.11622,0,0,0,0,0,0
4159,3.29557,0.89935,0.28279,1.20745,1.78729,0.38317,0,0,0,0,0
4160,1.56529,-0.06695,-0.40815,0.66499,1.25772,-0.34732,1.12656,0,0,0,0
4161,1.77662,0.01171,-0.48873,0.49375,1.15081,-0.41002,0,0,0,0,0
4162,1.63279,-0.3221,-0.62502,0.92642,1.0168,-0.30812,0,0,0,0,0
4163,0.50592,-0.21678,-1.01864,1.06538,1.89745,0,0,0,0,0,0
4164,0,0,0,0,0,0,0,0,0,0,0
4165,0.56951,-0.19927,-0.68764,0.59268,1.07521,0,0,0,0,0,0
4166,1.3378,-0.13055,-0.50325,0.1556,0.97963,-0.6887,0.84622,0,0,0,0
4167,0.73536,-0.3162,-0.48178,0.39921,1.40045,-1.08828,0,0,0,0,0
4168,1.10984,-0.11374,-0.38024,0.73841,1.57444,-0.51539,0,0,0,0,0
4169,0.79517,8.70243E-3,-0.63444,3.12215E-3,1.67519,0,0,0,0,0,0
4170,1.1737,-0.2325,-0.57043,0.01573,1.14668,-0.58417,0.64889,0,0,0,0
4171,0.78779,-0.0562,-0.60741,0.24605,1.25639,-0.61828,0,0,0,0,0
4172,0.85977,-0.19339,-0.49441,0.63622,1.60223,-0.79685,0.47481,0,0,0,0
4173,1.59594,-0.10438,-0.34885,-0.14549,1.3072,0,0,0,0,0,0
4174,0.65908,-0.38501,-0.66466,0.22966,1.08833,-0.6217,0.52568,0,0,0,0
4175,0.08325,-0.60123,-0.88503,-0.18807,0.83724,-1.31789,-0.70799,0,0,0,0
4176,2.27429,0.34997,-0.19086,0.69323,1.04675,-0.07458,1.60299,0,0,0,0
4177,0.47824,0.15332,-0.40679,-0.05714,1.60145,0.07672,0,0,0,0,0
4178,0.53992,-0.48392,-0.6886,0.22544,1.08509,-0.87989,0.27353,0,0,0,0
4179,0.68439,-0.46934,-0.63019,0.31083,1.11719,-1.12221,-0.18784,0,0,0,0
4180,0.81557,-0.53326,-0.70853,0.20235,1.08604,-0.94018,0.4467,0,0,0,0
4181,0,-0.43599,0,0,-1.1317,0,0,0,0,0,0
4182,1.00041,-0.35722,-0.6251,0.25579,1.12218,-1.22792,0.12083,0,0,0,0
4183,0.61742,-0.36279,-0.69543,0.23452,1.01764,-1.4455,0.3275,0,0,0,0
4184,0.53107,-0.6042,-0.71359,0.18608,1.03961,-0.63745,0.29423,0,0,0,0
4185,0.53515,-0.45395,-0.6172,0.0787,1.11733,-0.97358,0,0,0,0,0
4186,0.51041,-0.58758,-0.7634,0.20733,0.96028,-0.55807,0.55543,0,0,0,0
4187,1.47872,0.08227,-0.44086,0.91544,0.60301,0,1.00457,0,0,0,0
4188,0,0,0,0,0,0,0,0,0,0,0
4189,0.8264,-0.54845,-0.36681,0.41574,1.04255,-0.16413,0,0,0,0,0
4190,0.54713,-0.45464,-0.67059,0.22024,0.98812,-0.7543,0.34341,0,0,0,0
4191,1.10372,-0.5992,-0.18743,0.63527,1.07093,-0.59684,0,0,0,0,0
4192,0.19087,-0.46707,-0.65524,-0.17083,0.99244,-0.99913,-1.15739,0,0,0,0
4193,0.62957,-0.48519,-0.49017,0.24537,1.37681,0,0.40939,0,0,0,0
4194,0.88686,-0.59804,-0.45381,0.15587,1.30497,-0.78734,0.40042,0,0,0,0
4195,0.33317,-0.78378,-0.92222,-7.9488E-4,0.84841,-1.2046,-0.12243,0,0,0,0
4196,1.02257,-0.42843,-0.59079,0.37699,1.24484,-1.3155,0,0,0,0,0
4197,0.94705,-0.36079,-0.23846,0.30646,1.14707,0.07487,0,0,0,0,0
4198,0.57182,-0.48928,-0.6652,0.18045,0.95843,-0.88708,0.63902,0,0,0,0
4199,0.63295,-0.67321,-0.63338,0.12362,1.05914,-1.03808,0.25533,0,0,0,0
4200,0.76188,-0.32568,-0.54368,0.2919,1.24794,-1.01321,-0.67142,0,0,0,0
4201,0.40633,-0.45239,-0.44871,0.06928,1.10636,0,0,0,0,0,0
4202,0.96162,-0.32566,-0.53049,0.20189,1.00158,-0.83826,0.2215,0,0,0,0
4203,1.2287,-0.30862,-0.3687,0.16245,1.16441,0,0,0,0,0,0
4204,0.81387,-0.42514,-0.56453,0.36354,1.16492,-0.9686,0,0,0,0,0
4205,1.09887,-0.60456,-0.5207,0.15624,1.10055,-0.84939,0,0,0,0,0
4206,0.66011,-0.48029,-0.58233,0.16087,1.05288,-0.99146,0.44417,0,0,0,0
4207,0.67701,-0.46614,-0.61627,0.21584,1.01802,-1.32324,-0.10464,0,0,0,0
4208,0,0,0,0,0,0,0,0,0,0,0
4209,0.97542,-0.21827,-0.30847,0.27768,1.46613,-0.22701,0,0,0,0,0
4210,0.78142,-0.28149,-0.53624,0.08278,1.40736,0,0,0,0,0,0
4211,1.30177,-0.33553,-0.48644,0.37501,0.93663,-0.52868,0.49103,0,0,0,0
4212,0.93541,-0.21641,-0.33267,0.25369,1.21039,0,0,0,0,0,0
4213,0.90631,-0.54933,-0.58401,0.2424,1.0426,-0.68863,0,0,0,0,0
4214,1.05699,-0.4389,-0.35425,0.5567,1.24671,0,0,0,0,0,0
4215,0.83393,-0.42474,-0.35681,0.12464,0.97857,-0.45576,0,0,0,0,0
4216,0.95328,-0.0404,-0.10322,0.53507,1.13461,-0.21038,0,0,0,0,0
4217,0,0,0,0,0,0,0,0,0,0,0
4218,0.93714,-0.30117,-0.50434,0.33013,1.29588,0,0,0,0,0,0
4219,0.60431,-0.51083,-0.60471,0.14248,1.0007,-0.9326,-0.12254,0,0,0,0
4220,0.52472,-0.15259,-0.44601,-0.22842,1.50834,0,0,0,0,0,0
4221,1.02849,-0.3064,-0.50447,0.27945,1.1337,-0.5143,0.49338,0,0,0,0
4222,0.97415,-0.26137,-0.67854,0.09235,1.05968,-0.8312,0.31271,0,0,0,0
4223,0.88305,-0.23946,-0.42367,0.42629,1.22319,-1.82413,0,0,0,0,0
4224,0.75338,-0.27615,-0.54209,0.36031,1.19621,0,0,0,0,0,0
4225,0.90079,-0.23091,-0.53301,0.0545,0.9256,0,0,0,0,0,0
4226,0.59169,-0.1758,-0.48018,0.26581,1.12095,-0.66707,0,0,0,0,0
4227,0.7931,-0.17046,-0.39307,0.17703,1.34919,0,0,0,0,0,0
4228,0.6907,-0.30499,-0.49945,0.25299,1.0966,-0.84882,0.06506,0,0,0,0
4229,0.67121,-0.247,-0.38352,0.24794,1.30703,0,0,0,0,0,0
4230,0,0,0,0,0,0,0,0,0,0,0
4231,1.29333,0.02621,-0.11875,0.51479,1.32078,-0.55975,0.55222,0,0,0,0
4232,0,0,0,0,0,0,0,0,0,0,0
4233,0.78564,-0.34343,-0.09082,0.54249,1.17359,0,0,0,0,0,0
4234,0.69452,-0.5807,-0.57072,0.12287,1.09271,0,0,0,0,0,0
4235,0.56991,-0.37888,-0.50059,0.03454,1.06609,-0.4031,0,0,0,0,0
4236,0.92935,-0.44457,-0.60544,0.19964,1.0276,-0.39514,0,0,0,0,0
4237,0.63111,0.07607,-0.28584,0.34808,1.1557,-0.53272,0,0,0,0,0
4238,1.14509,-0.51959,-0.68051,0.09713,0.99182,-1.01132,0.36266,0,0,0,0
4239,0.67084,-0.55402,-0.7313,0.05581,1.04199,-0.3306,0,0,0,0,0
4240,0,0,0,0,0,0,0,0,0,0,0
4241,1.08414,-0.26446,-0.39953,0.18024,1.07741,0,0,0,0,0,0
4242,0.86051,-0.4414,-0.44526,0.11206,0.92782,0,0,0,0,0,0
4243,0,0,0,0,0,0,0,0,0,0,0
4244,0,0,0,0,0,0,0,0,0,0,0
4245,0,0,0,0,0,0,0,0,0,0,0
4246,1.72946,0.20185,0.25405,0.95201,1.78979,1.71433,0,0,0,0,0
4247,1.708,0.45613,-0.12527,1.10225,1.96308,1.61414,1.39288,0,0,0,0
4248,1.72283,0.25232,0.26615,0.61706,1.50255,1.61613,0,0,0,0,0
4249,2.15133,0.84083,0.27678,1.17725,1.98968,2.34108,0,0,0,0,0
4250,1.05629,-0.32328,-1.10742,-0.25414,0.91861,0.26649,-1.24163,0,0,0,0
4251,2.2645,1.14744,1.25844,1.82347,2.04334,2.73454,0,0,0,0,0
4252,1.91182,0.46492,-0.1251,0.74361,1.47821,1.68431,0,0,0,0,0
4253,0.99355,-0.45259,-1.09183,-0.47338,1.03524,0.27502,-1.35784,0,0,0,0
4254,1.23278,-0.19817,-0.40883,0.38196,1.46456,0.96781,0.37097,0,0,0,0
4255,0.89569,-0.0393,-0.88693,-0.20448,1.03661,0.19458,0,0,0,0,0
4256,0.42901,-0.64491,-1.67113,-0.87982,0.64951,-0.17789,-1.52842,0,0,0,0
4257,1.46959,0.50202,0.23237,-0.07742,1.82753,0,0,0,0,0,0
4258,0.54023,-0.54768,-1.41371,-0.41718,0.86998,0.4983,-0.25145,0,0,0,0
4259,1.31234,0.16608,-0.3874,0.11587,1.32539,0,0,0,0,0,0
4260,0.58713,-0.05877,-0.77748,-0.16432,0.95336,0,0,0,0,0,0
4261,0.77826,0.0127,-0.86859,0.02443,1.14228,-0.70977,0,0,0,0,0
4262,0.98895,-0.34666,-0.88603,5.36411E-3,1.05751,1.22672,0,0,0,0,0
4263,1.18216,-0.08509,-0.83672,-0.26568,0.95554,0.42009,-0.79385,0,0,0,0
4264,0.63539,-0.48469,-1.0874,-0.47311,0.74341,0.65774,-0.13991,0,0,0,0
4265,0.97643,-0.21004,-0.95775,-0.16569,0.81997,0.62059,0.37711,0,0,0,0
4266,0.93999,-0.19118,-0.86114,-0.13512,0.90581,0.48585,0,0,0,0,0
4267,0.7633,-0.14535,-0.60792,-0.05503,0.89184,0.534,-0.04523,0,0,0,0
4268,0.33958,-0.49801,-1.09289,-0.46943,0.8471,0.61863,-0.10242,0,0,0,0
4269,0.84901,-0.15198,-0.93638,-0.09249,0.83114,1.01019,0.46089,0,0,0,0
4270,0.57906,-0.35121,-0.92894,-0.24594,0.86484,0.68887,0.07554,0,0,0,0
4271,0.90878,-0.12889,-0.72114,-0.02166,1.02562,1.41237,0,0,0,0,0
4272,0.59125,-0.36031,-1.19307,-0.4969,0.77769,0.389,0,0,0,0,0
4273,0.05728,-0.70921,-1.47524,-0.95363,0.23188,-1.46111,0.04688,0,0,0,0
4274,0.61241,-0.26944,-0.96087,-0.49192,0.81023,0.41985,-0.52177,0,0,0,0
4275,0.62938,-0.42535,-1.08141,-0.43923,0.78249,0.47769,0,0,0,0,0
4276,0.55561,-0.1574,-0.82096,-0.30418,0.82772,0.73067,0.32854,0,0,0,0
4277,0.9418,-0.18838,-1.10085,-0.28895,0.72046,0.54096,-0.3445,0,0,0,0
4278,1.24112,0.61385,-0.23468,0.17081,0.90462,1.65547,0.62222,0,0,0,0
4279,0.33785,-0.40204,-1.28662,-0.84344,0.43743,0.10525,-1.25415,0,0,0,0
4280,0.21539,-0.08803,-1.02002,-0.45232,0.61668,-0.79685,0.21783,0,0,0,0
4281,0.74551,-0.05706,-0.65355,-0.12478,0.89129,1.09104,0.77717,0,0,0,0
4282,0.51446,0.20097,-0.4121,0.08049,0.83654,1.26821,0,0,0,0,0
4283,0.68224,-0.14438,-0.92147,-0.3865,0.73643,0.82376,0.39475,0,0,0,0
4284,-0.01303,-0.46967,-1.13691,-0.66255,0.35735,0.39833,0.20583,0,0,0,0
4285,0.53931,-0.03682,-0.84689,-0.17372,0.71958,1.16243,0,0,0,0,0
4286,0.51449,0.18179,2.51839E-3,0.18941,1.01523,0.74896,0,0,0,0,0
4287,0.55511,-0.10094,-0.89777,-0.19207,0.56524,0.69023,0.702,0,0,0,0
4288,0.9188,0.22437,-0.59824,-0.19677,0.58436,1.12511,0,0,0,0,0
4289,0.27486,-0.05048,-0.86421,-0.3265,0.76978,0.71623,0.55515,0,0,0,0
4290,0.50818,-0.08556,-0.91586,-0.21157,0.66029,0.67739,0.91021,0,0,0,0
4291,0.6511,0.20707,-0.83665,-0.17718,0.78754,0.56814,0.57437,0,0,0,0
4292,0.51341,-0.18202,-0.99207,-0.5291,0.65653,1.03816,0.62019,0,0,0,0
4293,0.74622,-0.1155,-0.95382,-0.32471,0.67585,0.48863,0.60318,0,0,0,0
4294,0.63641,0.05497,-0.69563,-0.25866,0.89041,0,0,0,0,0,0
4295,-0.04528,-0.44282,-1.30893,-0.86911,0.18495,0.45009,-0.22164,0,0,0,0
4296,0.21926,-0.2591,-1.0563,-0.60926,0.42129,0.96543,0,0,0,0,0
4297,1.12039,0.34159,-0.25222,-0.24122,0.68353,0.29801,0,0,0,0,0
4298,0.9973,0.358,-0.39335,0.13194,0.64843,0.91791,-0.18719,0,0,0,0
4299,0.55866,0.02116,-0.7464,-0.17698,0.71936,1.00718,0.88576,0,0,0,0
4300,1.52635,0.51646,0.07626,0.33717,0.95741,0,0,0,0,0,0
4301,0.64271,-0.30957,-1.23671,-0.80564,0.14058,0.81726,0,0,0,0,0
4302,0.33447,-0.31904,-1.14431,-0.7399,0.28671,0.25486,0.34707,0,0,0,0
4303,0.60958,-0.06653,-0.97131,-0.46445,0.53823,0.83644,0,0,0,0,0
4304,1.1747,0.25077,-0.27175,-0.11389,0.73874,0.33039,0,0,0,0,0
4305,0.52768,0.06481,-0.83379,-0.19348,0.663,0.73474,0.48211,0,0,0,0
4306,0.73365,0.27373,-0.68966,-0.14759,1.0018,0,0,0,0,0,0
4307,0.58375,0.15109,-0.61868,-0.31144,0.80202,0.37171,0.88297,0,0,0,0
4308,0.65961,0.1564,-0.77327,-0.31151,0.68421,-0.55725,0,0,0,0,0
4309,0.81184,5.37992E-4,-0.49121,-0.42039,0.75178,0.82126,0,0,0,0,0
4310,0.63761,0.35689,-0.13296,0.35438,0.93859,0,-0.01031,0,0,0,0
4311,1.03518,0.38718,-0.44563,-0.14162,0.87327,1.01373,0.66681,0,0,0,0
4312,0.91304,0.47451,-0.55942,-0.41162,1.07102,0.83701,0,0,0,0,0
4313,0.68376,0.18304,-0.74052,-0.32986,0.70997,0.70304,0.85804,0,0,0,0
4314,0.70163,0.10455,-0.48397,-0.38651,0.67853,0.31346,-0.24608,0,0,0,0
4315,0.79998,0.14345,-0.58827,-0.16206,0.53838,0.61583,0.58512,0,0,0,0
4316,0.81219,0.32567,-0.32852,0.01303,0.78651,0.72004,0.79875,0,0,0,0
4317,0.80627,0.26872,-0.63092,-0.34,0.77354,0.29746,0.07531,0,0,0,0
4318,1.02112,0.47047,-0.40879,-0.1673,0.92377,0,0,0,0,0,0
4319,0.72136,0.26307,-0.58059,-0.42412,0.62521,0.62223,1.00561,0,0,0,0
4320,1.17127,0.35083,-0.08532,0.26465,0.94539,0,0,0,0,0,0
4321,1.07862,0.35848,-0.51569,-0.06071,0.61016,0.97197,0.4862,0,0,0,0
4322,1.40947,0.65015,-0.22716,0.50045,0.54266,0,0,0,0,0,0
4323,0.53037,0.06974,-0.80348,-0.31544,0.4655,-0.88283,0.64849,0,0,0,0
4324,1.07415,0.33897,-0.58915,-0.24517,0.59949,1.04811,0,0,0,0,0
4325,1.35955,0.65914,0.14713,0.50011,1.10378,0,0,0,0,0,0
4326,1.16586,0.30119,-0.55045,-0.24773,0.46985,0.96208,0.44273,0,0,0,0
4327,1.27953,1.0925,-0.0677,0.40333,1.17418,0,1.42703,0,0,0,0
4328,1.36347,0.62733,-0.06355,0.04054,0.74202,0.859,0,0,0,0,0
4329,0.85613,0.24308,-0.6918,-0.39277,0.37828,0.13276,0.38519,0,0,0,0
4330,1.11188,1.15277,-0.37201,1.2665,0.79726,1.46116,0,0,0,0,0
