TAZ,STATE,COUNTY,DMA,STL_Zone,region,CBM_Ext
6132,Florida,Levy,2,88,2_North Central,11553
6212,Florida,Flagler,3,42,3_Northeast,11559
6218,Florida,Flagler,3,42,3_Northeast,11559
6168,Florida,Levy,2,217,2_North Central,11553
6166,Florida,Levy,2,217,2_North Central,11553
6170,Florida,Levy,2,217,2_North Central,11553
6216,Florida,Flagler,3,42,3_Northeast,11559
6417,Florida,Alachua,2,3,2_North Central,11554
6412,Florida,Alachua,2,3,2_North Central,11554
6413,Florida,Alachua,2,3,2_North Central,11554
6415,Florida,Alachua,2,3,2_North Central,11554
6414,Florida,Alachua,2,3,2_North Central,11554
6416,Florida,Alachua,2,3,2_North Central,11554
6219,Florida,Flagler,3,43,3_Northeast,11559
6256,Florida,Putnam,3,134,3_Northeast,11559
6474,Florida,Dixie,2,35,2_North Central,11547
6322,Florida,Alachua,2,1,2_North Central,11553
6471,Florida,Dixie,2,216,2_North Central,11552
6364,Florida,Alachua,2,3,2_North Central,11554
6363,Florida,Alachua,2,3,2_North Central,11554
6278,Florida,Putnam,3,134,3_Northeast,11557
6398,Florida,Alachua,2,1,2_North Central,11554
6411,Florida,Alachua,2,3,2_North Central,11554
6114,Florida,Levy,2,209,2_North Central,11552
6115,Florida,Levy,2,209,2_North Central,11552
6116,Florida,Levy,2,209,2_North Central,11552
6113,Florida,Levy,2,88,2_North Central,11553
6117,Florida,Levy,2,88,2_North Central,11553
6118,Florida,Levy,2,88,2_North Central,11553
6121,Florida,Levy,2,88,2_North Central,11553
6122,Florida,Levy,2,88,2_North Central,11554
6126,Florida,Levy,2,88,2_North Central,11554
6127,Florida,Levy,2,88,2_North Central,11553
6124,Florida,Levy,2,88,2_North Central,11553
6123,Florida,Levy,2,88,2_North Central,11553
6125,Florida,Levy,2,209,2_North Central,11552
6258,Florida,Putnam,3,134,3_Northeast,11557
6175,Florida,Levy,2,217,2_North Central,11552
6287,Florida,Alachua,2,1,2_North Central,11554
6176,Florida,Levy,2,209,2_North Central,11552
6289,Florida,Alachua,2,1,2_North Central,11554
6213,Florida,Flagler,3,42,3_Northeast,11559
6227,Florida,Flagler,3,42,3_Northeast,11559
6290,Florida,Alachua,2,1,2_North Central,11556
6260,Florida,Putnam,3,134,3_Northeast,11557
6293,Florida,Alachua,2,1,2_North Central,11554
6230,Florida,Flagler,3,42,3_Northeast,11559
6295,Florida,Alachua,2,1,2_North Central,11554
6313,Florida,Alachua,2,1,2_North Central,11554
6361,Florida,Alachua,2,3,2_North Central,11554
6362,Florida,Alachua,2,3,2_North Central,11554
6246,Florida,Flagler,3,43,3_Northeast,11559
6339,Florida,Alachua,2,1,2_North Central,11556
6279,Florida,Putnam,3,134,3_Northeast,11557
6276,Florida,Putnam,3,134,3_Northeast,11557
6500,Florida,Gilchrist,2,48,2_North Central,11552
6410,Florida,Alachua,2,2,2_North Central,11553
6422,Florida,Alachua,2,2,2_North Central,11553
6408,Florida,Alachua,2,2,2_North Central,11553
6504,Florida,Gilchrist,2,48,2_North Central,11553
6652,Florida,Franklin,1,52,1_Northwest,11530
6506,Florida,Gilchrist,2,48,2_North Central,11552
6507,Florida,Gilchrist,2,48,2_North Central,11552
6508,Florida,Gilchrist,2,48,2_North Central,11553
6743,Florida,Bradford,2,8,2_North Central,11557
6430,Florida,Alachua,2,2,2_North Central,11554
6524,Florida,St. Johns,3,146,3_Northeast,11559
6128,Florida,Levy,2,88,2_North Central,11554
6129,Florida,Levy,2,88,2_North Central,11554
6120,Florida,Levy,2,209,2_North Central,11552
6207,Florida,Flagler,3,42,3_Northeast,11559
6130,Florida,Levy,2,209,2_North Central,11552
6138,Florida,Levy,2,88,2_North Central,11554
6135,Florida,Levy,2,88,2_North Central,11554
6134,Florida,Levy,2,88,2_North Central,11554
6133,Florida,Levy,2,88,2_North Central,11553
6140,Florida,Levy,2,88,2_North Central,11554
6141,Florida,Levy,2,88,2_North Central,11554
6139,Florida,Levy,2,88,2_North Central,11554
6143,Florida,Levy,2,88,2_North Central,11554
6209,Florida,Flagler,3,42,3_Northeast,11559
6131,Florida,Levy,2,88,2_North Central,11553
6147,Florida,Levy,2,88,2_North Central,11554
6148,Florida,Levy,2,88,2_North Central,11554
6119,Florida,Levy,2,209,2_North Central,11544
6149,Florida,Levy,2,209,2_North Central,11552
6150,Florida,Levy,2,88,2_North Central,11554
6208,Florida,Flagler,3,42,3_Northeast,11559
6151,Florida,Levy,2,88,2_North Central,11554
6255,Florida,Putnam,3,134,3_Northeast,11559
6152,Florida,Levy,2,88,2_North Central,11553
6144,Florida,Levy,2,209,2_North Central,11552
6145,Florida,Levy,2,209,2_North Central,11552
6146,Florida,Levy,2,209,2_North Central,11552
6153,Florida,Levy,2,209,2_North Central,11552
6155,Florida,Levy,2,88,2_North Central,11553
6253,Florida,Putnam,3,134,3_Northeast,11557
6159,Florida,Levy,2,209,2_North Central,11552
6158,Florida,Levy,2,209,2_North Central,11552
6157,Florida,Levy,2,209,2_North Central,11552
6136,Florida,Levy,2,209,2_North Central,11552
6154,Florida,Levy,2,88,2_North Central,11554
6156,Florida,Levy,2,88,2_North Central,11554
6161,Florida,Levy,2,88,2_North Central,11553
6160,Florida,Levy,2,88,2_North Central,11553
6142,Florida,Levy,2,88,2_North Central,11553
6137,Florida,Levy,2,88,2_North Central,11553
6210,Florida,Flagler,3,42,3_Northeast,11559
6163,Florida,Levy,2,88,2_North Central,11553
6214,Florida,Flagler,3,42,3_Northeast,11559
6211,Florida,Flagler,3,43,3_Northeast,11559
6215,Florida,Flagler,3,43,3_Northeast,11559
6164,Florida,Levy,2,88,2_North Central,11554
6257,Florida,Putnam,3,134,3_Northeast,11557
6217,Florida,Flagler,3,43,3_Northeast,11559
6220,Florida,Flagler,3,42,3_Northeast,11559
6254,Florida,Putnam,3,134,3_Northeast,11557
6162,Florida,Levy,2,217,2_North Central,11552
6172,Florida,Levy,2,209,2_North Central,11552
6169,Florida,Levy,2,209,2_North Central,11552
6173,Florida,Levy,2,217,2_North Central,11552
6221,Florida,Flagler,3,42,3_Northeast,11559
6174,Florida,Levy,2,88,2_North Central,11554
6167,Florida,Levy,2,88,2_North Central,11554
6165,Florida,Levy,2,88,2_North Central,11554
6223,Florida,Flagler,3,42,3_Northeast,11559
6224,Florida,Flagler,3,42,3_Northeast,11559
6179,Florida,Levy,2,217,2_North Central,11552
6177,Florida,Levy,2,217,2_North Central,11553
6180,Florida,Levy,2,217,2_North Central,11552
6178,Florida,Levy,2,217,2_North Central,11552
6184,Florida,Levy,2,217,2_North Central,11552
6181,Florida,Levy,2,217,2_North Central,11552
6291,Florida,Alachua,2,1,2_North Central,11554
6183,Florida,Levy,2,209,2_North Central,11552
6292,Florida,Alachua,2,1,2_North Central,11554
6171,Florida,Levy,2,88,2_North Central,11553
6288,Florida,Alachua,2,1,2_North Central,11554
6228,Florida,Flagler,3,42,3_Northeast,11559
6186,Florida,Levy,2,217,2_North Central,11552
6259,Florida,Putnam,3,134,3_Northeast,11557
6189,Florida,Levy,2,217,2_North Central,11552
6188,Florida,Levy,2,217,2_North Central,11552
6294,Florida,Alachua,2,1,2_North Central,11554
6297,Florida,Alachua,2,1,2_North Central,11553
6191,Florida,Levy,2,217,2_North Central,11552
6190,Florida,Levy,2,217,2_North Central,11552
6192,Florida,Levy,2,217,2_North Central,11552
6185,Florida,Levy,2,217,2_North Central,11553
6225,Florida,Flagler,3,42,3_Northeast,11559
6229,Florida,Flagler,3,42,3_Northeast,11559
6232,Florida,Flagler,3,42,3_Northeast,11559
6235,Florida,Flagler,3,42,3_Northeast,11559
6237,Florida,Flagler,3,42,3_Northeast,11559
6236,Florida,Flagler,3,42,3_Northeast,11559
6238,Florida,Flagler,3,42,3_Northeast,11559
6261,Florida,Putnam,3,134,3_Northeast,11557
6234,Florida,Flagler,3,42,3_Northeast,11559
6193,Florida,Levy,2,217,2_North Central,11552
6262,Florida,Putnam,3,134,3_Northeast,11557
6194,Florida,Levy,2,217,2_North Central,11552
6239,Florida,Flagler,3,43,3_Northeast,11559
6243,Florida,Flagler,3,42,3_Northeast,11559
6240,Florida,Flagler,3,43,3_Northeast,11559
6241,Florida,Flagler,3,43,3_Northeast,11559
6231,Florida,Flagler,3,43,3_Northeast,11559
6198,Florida,Levy,2,217,2_North Central,11552
6199,Florida,Levy,2,217,2_North Central,11552
6197,Florida,Levy,2,217,2_North Central,11552
6196,Florida,Levy,2,217,2_North Central,11552
6195,Florida,Levy,2,217,2_North Central,11552
6222,Florida,Flagler,3,43,3_Northeast,11559
6263,Florida,Putnam,3,134,3_Northeast,11557
6296,Florida,Alachua,2,1,2_North Central,11554
6200,Florida,Levy,2,217,2_North Central,11552
6245,Florida,Flagler,3,43,3_Northeast,11559
6201,Florida,Levy,2,217,2_North Central,11552
6300,Florida,Alachua,2,1,2_North Central,11556
6265,Florida,Putnam,3,134,3_Northeast,11557
6203,Florida,Levy,2,217,2_North Central,11552
6206,Florida,Levy,2,217,2_North Central,11552
6202,Florida,Levy,2,217,2_North Central,11552
6182,Florida,Levy,2,217,2_North Central,11552
6244,Florida,Flagler,3,42,3_Northeast,11559
6304,Florida,Alachua,2,1,2_North Central,11556
6299,Florida,Alachua,2,1,2_North Central,11556
6301,Florida,Alachua,2,1,2_North Central,11554
6247,Florida,Flagler,3,42,3_Northeast,11559
6242,Florida,Flagler,3,42,3_Northeast,11559
6248,Florida,Flagler,3,43,3_Northeast,11559
6204,Florida,Levy,2,217,2_North Central,11552
6249,Florida,Flagler,3,43,3_Northeast,11559
6486,Florida,Gilchrist,2,48,2_North Central,11552
6205,Florida,Levy,2,217,2_North Central,11552
6187,Florida,Levy,2,209,2_North Central,11552
6306,Florida,Alachua,2,1,2_North Central,11556
6305,Florida,Alachua,2,1,2_North Central,11556
6266,Florida,Putnam,3,134,3_Northeast,11557
6303,Florida,Alachua,2,1,2_North Central,11554
6307,Florida,Alachua,2,1,2_North Central,11556
6298,Florida,Alachua,2,1,2_North Central,11554
6264,Florida,Putnam,3,134,3_Northeast,11557
6308,Florida,Alachua,2,1,2_North Central,11556
6466,Florida,Dixie,2,35,2_North Central,11552
6487,Florida,Gilchrist,2,48,2_North Central,11552
6309,Florida,Alachua,2,1,2_North Central,11554
6302,Florida,Alachua,2,1,2_North Central,11554
6233,Florida,Flagler,3,42,3_Northeast,11559
6490,Florida,Gilchrist,2,48,2_North Central,11552
6489,Florida,Gilchrist,2,48,2_North Central,11552
6488,Florida,Gilchrist,2,48,2_North Central,11552
6468,Florida,Dixie,2,35,2_North Central,11552
6269,Florida,Putnam,3,134,3_Northeast,11557
6270,Florida,Putnam,3,134,3_Northeast,11557
6271,Florida,Putnam,3,134,3_Northeast,11557
6314,Florida,Alachua,2,3,2_North Central,11554
6267,Florida,Putnam,3,134,3_Northeast,11557
6492,Florida,Gilchrist,2,48,2_North Central,11552
6315,Florida,Alachua,2,3,2_North Central,11554
6321,Florida,Alachua,2,3,2_North Central,11554
6485,Florida,Gilchrist,2,48,2_North Central,11552
6320,Florida,Alachua,2,3,2_North Central,11554
6312,Florida,Alachua,2,3,2_North Central,11554
6319,Florida,Alachua,2,3,2_North Central,11554
6268,Florida,Putnam,3,134,3_Northeast,11557
6318,Florida,Alachua,2,3,2_North Central,11554
6324,Florida,Alachua,2,3,2_North Central,11554
6325,Florida,Alachua,2,3,2_North Central,11554
6272,Florida,Putnam,3,134,3_Northeast,11557
6329,Florida,Alachua,2,3,2_North Central,11554
6326,Florida,Alachua,2,3,2_North Central,11554
6317,Florida,Alachua,2,3,2_North Central,11554
6493,Florida,Gilchrist,2,48,2_North Central,11552
6494,Florida,Gilchrist,2,48,2_North Central,11552
6332,Florida,Alachua,2,3,2_North Central,11554
6310,Florida,Alachua,2,1,2_North Central,11554
6465,Florida,Dixie,2,35,2_North Central,11544
6333,Florida,Alachua,2,3,2_North Central,11554
6251,Florida,Flagler,3,42,3_Northeast,11559
6491,Florida,Gilchrist,2,48,2_North Central,11553
6330,Florida,Alachua,2,3,2_North Central,11554
6226,Florida,Flagler,3,42,3_Northeast,11559
6336,Florida,Alachua,2,3,2_North Central,11554
6331,Florida,Alachua,2,3,2_North Central,11554
6344,Florida,Alachua,2,3,2_North Central,11554
6342,Florida,Alachua,2,3,2_North Central,11554
6327,Florida,Alachua,2,3,2_North Central,11554
6341,Florida,Alachua,2,3,2_North Central,11554
6316,Florida,Alachua,2,1,2_North Central,11553
6328,Florida,Alachua,2,1,2_North Central,11553
6470,Florida,Dixie,2,35,2_North Central,11547
6345,Florida,Alachua,2,3,2_North Central,11554
6347,Florida,Alachua,2,3,2_North Central,11554
6348,Florida,Alachua,2,3,2_North Central,11554
6349,Florida,Alachua,2,3,2_North Central,11554
6346,Florida,Alachua,2,3,2_North Central,11554
6350,Florida,Alachua,2,3,2_North Central,11554
6334,Florida,Alachua,2,3,2_North Central,11554
6274,Florida,Putnam,3,134,3_Northeast,11557
6340,Florida,Alachua,2,3,2_North Central,11554
6351,Florida,Alachua,2,3,2_North Central,11554
6352,Florida,Alachua,2,3,2_North Central,11554
6354,Florida,Alachua,2,3,2_North Central,11554
6355,Florida,Alachua,2,3,2_North Central,11554
6356,Florida,Alachua,2,3,2_North Central,11554
6358,Florida,Alachua,2,3,2_North Central,11554
6357,Florida,Alachua,2,3,2_North Central,11554
6338,Florida,Alachua,2,3,2_North Central,11554
6335,Florida,Alachua,2,3,2_North Central,11554
6516,Florida,St. Johns,3,146,3_Northeast,11559
6360,Florida,Alachua,2,3,2_North Central,11554
6359,Florida,Alachua,2,3,2_North Central,11554
6311,Florida,Alachua,2,1,2_North Central,11556
6366,Florida,Alachua,2,3,2_North Central,11554
6367,Florida,Alachua,2,3,2_North Central,11554
6368,Florida,Alachua,2,3,2_North Central,11554
6365,Florida,Alachua,2,3,2_North Central,11554
6369,Florida,Alachua,2,3,2_North Central,11554
6373,Florida,Alachua,2,3,2_North Central,11554
6372,Florida,Alachua,2,3,2_North Central,11554
6370,Florida,Alachua,2,3,2_North Central,11554
6371,Florida,Alachua,2,3,2_North Central,11554
6374,Florida,Alachua,2,3,2_North Central,11554
6337,Florida,Alachua,2,3,2_North Central,11554
6353,Florida,Alachua,2,3,2_North Central,11554
6343,Florida,Alachua,2,3,2_North Central,11554
6252,Florida,Flagler,3,43,3_Northeast,11559
6250,Florida,Flagler,3,43,3_Northeast,11559
6377,Florida,Alachua,2,3,2_North Central,11554
6375,Florida,Alachua,2,3,2_North Central,11554
6380,Florida,Alachua,2,3,2_North Central,11554
6376,Florida,Alachua,2,3,2_North Central,11554
6379,Florida,Alachua,2,3,2_North Central,11554
6378,Florida,Alachua,2,3,2_North Central,11554
6277,Florida,Putnam,3,134,3_Northeast,11557
6382,Florida,Alachua,2,3,2_North Central,11554
6495,Florida,Gilchrist,2,48,2_North Central,11552
6498,Florida,Gilchrist,2,48,2_North Central,11552
6499,Florida,Gilchrist,2,48,2_North Central,11552
6497,Florida,Gilchrist,2,48,2_North Central,11552
6391,Florida,Alachua,2,3,2_North Central,11554
6387,Florida,Alachua,2,3,2_North Central,11554
6390,Florida,Alachua,2,3,2_North Central,11554
6389,Florida,Alachua,2,3,2_North Central,11554
6388,Florida,Alachua,2,3,2_North Central,11554
6383,Florida,Alachua,2,3,2_North Central,11554
6385,Florida,Alachua,2,3,2_North Central,11554
6384,Florida,Alachua,2,3,2_North Central,11554
6386,Florida,Alachua,2,3,2_North Central,11554
6475,Florida,Dixie,2,35,2_North Central,11544
6394,Florida,Alachua,2,3,2_North Central,11554
6395,Florida,Alachua,2,3,2_North Central,11554
6396,Florida,Alachua,2,3,2_North Central,11554
6501,Florida,Gilchrist,2,48,2_North Central,11552
6611,Florida,Taylor,2,154,2_North Central,11544
6381,Florida,Alachua,2,1,2_North Central,11554
6393,Florida,Alachua,2,3,2_North Central,11554
6469,Florida,Dixie,2,35,2_North Central,11544
6404,Florida,Alachua,2,3,2_North Central,11554
6406,Florida,Alachua,2,3,2_North Central,11554
6400,Florida,Alachua,2,3,2_North Central,11554
6399,Florida,Alachua,2,3,2_North Central,11554
6405,Florida,Alachua,2,3,2_North Central,11554
6397,Florida,Alachua,2,3,2_North Central,11554
6403,Florida,Alachua,2,3,2_North Central,11554
6518,Florida,St. Johns,3,145,3_Northeast,11559
6402,Florida,Alachua,2,3,2_North Central,11554
6401,Florida,Alachua,2,3,2_North Central,11554
6392,Florida,Alachua,2,3,2_North Central,11554
6502,Florida,Gilchrist,2,48,2_North Central,11552
6503,Florida,Gilchrist,2,48,2_North Central,11552
6520,Florida,St. Johns,3,146,3_Northeast,11559
6273,Florida,Putnam,3,134,3_Northeast,11559
6281,Florida,Putnam,3,134,3_Northeast,11557
6409,Florida,Alachua,2,1,2_North Central,11556
6517,Florida,St. Johns,3,146,3_Northeast,11559
6419,Florida,Alachua,2,2,2_North Central,11554
6323,Florida,Alachua,2,1,2_North Central,11556
6407,Florida,Alachua,2,1,2_North Central,11556
6523,Florida,St. Johns,3,146,3_Northeast,11559
6476,Florida,Dixie,2,216,2_North Central,11552
6473,Florida,Dixie,2,216,2_North Central,11552
6612,Florida,Taylor,2,154,2_North Central,11544
6418,Florida,Alachua,2,3,2_North Central,11554
6420,Florida,Alachua,2,3,2_North Central,11554
6477,Florida,Dixie,2,216,2_North Central,11547
6467,Florida,Dixie,2,35,2_North Central,11544
6423,Florida,Alachua,2,3,2_North Central,11554
6505,Florida,Gilchrist,2,48,2_North Central,11552
6275,Florida,Putnam,3,134,3_Northeast,11557
6521,Florida,St. Johns,3,146,3_Northeast,11559
6282,Florida,Putnam,3,134,3_Northeast,11557
6421,Florida,Alachua,2,2,2_North Central,11554
6522,Florida,St. Johns,3,146,3_Northeast,11559
6742,Florida,Bradford,2,8,2_North Central,11557
6427,Florida,Alachua,2,2,2_North Central,11554
6280,Florida,Putnam,3,134,3_Northeast,11559
6789,Florida,Gulf,1,52,1_Northwest,11530
6478,Florida,Dixie,2,216,2_North Central,11552
6519,Florida,St. Johns,3,146,3_Northeast,11559
6676,Florida,Clay,3,23,3_Northeast,11557
6426,Florida,Alachua,2,1,2_North Central,11556
6741,Florida,Bradford,2,8,2_North Central,11556
6525,Florida,St. Johns,3,145,3_Northeast,11559
6424,Florida,Alachua,2,1,2_North Central,11556
6285,Florida,Putnam,3,134,3_Northeast,11557
6432,Florida,Alachua,2,2,2_North Central,11554
6284,Florida,Putnam,3,134,3_Northeast,11557
6653,Florida,Franklin,1,52,1_Northwest,11530
6434,Florida,Alachua,2,2,2_North Central,11554
6655,Florida,Franklin,1,52,1_Northwest,11530
6678,Florida,Clay,3,23,3_Northeast,11557
6435,Florida,Alachua,2,2,2_North Central,11554
6656,Florida,Franklin,1,52,1_Northwest,11530
6527,Florida,St. Johns,3,146,3_Northeast,11559
6657,Florida,Franklin,1,45,1_Northwest,11528
6479,Florida,Dixie,2,35,2_North Central,11544
6428,Florida,Alachua,2,2,2_North Central,11554
6429,Florida,Alachua,2,1,2_North Central,11554
6437,Florida,Alachua,2,2,2_North Central,11554
6480,Florida,Dixie,2,216,2_North Central,11552
6610,Florida,Taylor,2,154,2_North Central,11544
6526,Florida,St. Johns,3,146,3_Northeast,11559
6679,Florida,Clay,3,23,3_Northeast,11557
6658,Florida,Franklin,1,52,1_Northwest,11530
6441,Florida,Alachua,2,2,2_North Central,11554
6654,Florida,Franklin,1,52,1_Northwest,11530
6425,Florida,Alachua,2,2,2_North Central,11554
6439,Florida,Alachua,2,2,2_North Central,11554
6744,Florida,Bradford,2,8,2_North Central,11556
6511,Florida,Gilchrist,2,48,2_North Central,11552
6496,Florida,Gilchrist,2,48,2_North Central,11552
6442,Florida,Alachua,2,2,2_North Central,11554
6677,Florida,Clay,3,23,3_Northeast,11557
6443,Florida,Alachua,2,2,2_North Central,11554
6472,Florida,Dixie,2,216,2_North Central,11552
6614,Florida,Taylor,2,154,2_North Central,11547
6509,Florida,Gilchrist,2,48,2_North Central,11552
6651,Florida,Franklin,1,45,1_Northwest,11528
6528,Florida,St. Johns,3,146,3_Northeast,11559
6436,Florida,Alachua,2,1,2_North Central,11556
6529,Florida,St. Johns,3,146,3_Northeast,11559
6438,Florida,Alachua,2,2,2_North Central,11553
6510,Florida,Gilchrist,2,48,2_North Central,11553
6445,Florida,Alachua,2,2,2_North Central,11554
6433,Florida,Alachua,2,2,2_North Central,11553
6286,Florida,Putnam,3,134,3_Northeast,11557
6483,Florida,Dixie,2,216,2_North Central,11552
6283,Florida,Putnam,3,134,3_Northeast,11557
6481,Florida,Dixie,2,216,2_North Central,11552
6482,Florida,Dixie,2,216,2_North Central,11547
6484,Florida,Dixie,2,35,2_North Central,11547
6513,Florida,Gilchrist,2,48,2_North Central,11552
6752,Florida,Bradford,2,8,2_North Central,11556
6565,Florida,St. Johns,3,146,3_Northeast,11559
6683,Florida,Clay,3,23,3_Northeast,11557
6567,Florida,St. Johns,3,145,3_Northeast,11559
6566,Florida,St. Johns,3,145,3_Northeast,11559
6561,Florida,St. Johns,3,146,3_Northeast,11559
6721,Florida,Clay,3,24,3_Northeast,11558
6726,Florida,Clay,3,24,3_Northeast,11558
6724,Florida,Clay,3,24,3_Northeast,11558
7569,Florida,Bay,1,7,1_Northwest,11525
7147,Florida,Duval,3,9,3_Northeast,11559
6994,Florida,Suwannee,2,153,2_North Central,11552
6882,Florida,Columbia,2,31,2_North Central,11552
7138,Florida,Duval,3,25,3_Northeast,11558
7148,Florida,Duval,3,9,3_Northeast,11559
7558,Florida,Bay,1,6,1_Northwest,11525
7578,Florida,Bay,1,7,1_Northwest,11525
7153,Florida,Duval,3,25,3_Northeast,11558
7566,Florida,Bay,1,6,1_Northwest,11525
7581,Florida,Bay,1,6,1_Northwest,11525
7149,Florida,Duval,3,25,3_Northeast,11558
7667,Florida,Baker,3,4,3_Northeast,11556
7669,Florida,Baker,3,4,3_Northeast,11556
6800,Florida,Gulf,1,52,1_Northwest,11530
7146,Florida,Duval,3,25,3_Northeast,11558
7586,Florida,Bay,1,6,1_Northwest,11525
7158,Florida,Duval,3,38,3_Northeast,11558
7164,Florida,Duval,3,25,3_Northeast,11558
7162,Florida,Duval,3,25,3_Northeast,11559
6802,Florida,Gulf,1,52,1_Northwest,11530
7151,Florida,Duval,3,25,3_Northeast,11559
6440,Florida,Alachua,2,2,2_North Central,11554
6447,Florida,Alachua,2,2,2_North Central,11556
6444,Florida,Alachua,2,1,2_North Central,11556
6536,Florida,St. Johns,3,145,3_Northeast,11559
6535,Florida,St. Johns,3,145,3_Northeast,11559
6530,Florida,St. Johns,3,146,3_Northeast,11559
6431,Florida,Alachua,2,2,2_North Central,11554
6449,Florida,Alachua,2,2,2_North Central,11554
6659,Florida,Franklin,1,52,1_Northwest,11530
6682,Florida,Clay,3,23,3_Northeast,11557
6790,Florida,Gulf,1,52,1_Northwest,11530
6446,Florida,Alachua,2,2,2_North Central,11554
6532,Florida,St. Johns,3,146,3_Northeast,11559
6451,Florida,Alachua,2,2,2_North Central,11553
6455,Florida,Alachua,2,2,2_North Central,11556
6456,Florida,Alachua,2,2,2_North Central,11554
6613,Florida,Taylor,2,154,2_North Central,11544
6533,Florida,St. Johns,3,145,3_Northeast,11559
6791,Florida,Gulf,1,52,1_Northwest,11530
6531,Florida,St. Johns,3,146,3_Northeast,11559
6539,Florida,St. Johns,3,145,3_Northeast,11559
6537,Florida,St. Johns,3,145,3_Northeast,11559
6540,Florida,St. Johns,3,145,3_Northeast,11559
6534,Florida,St. Johns,3,145,3_Northeast,11559
6538,Florida,St. Johns,3,145,3_Northeast,11559
6454,Florida,Alachua,2,2,2_North Central,11553
6746,Florida,Bradford,2,8,2_North Central,11556
6748,Florida,Bradford,2,8,2_North Central,11556
6745,Florida,Bradford,2,8,2_North Central,11556
6660,Florida,Franklin,1,45,1_Northwest,11528
6514,Florida,Gilchrist,2,48,2_North Central,11553
6543,Florida,St. Johns,3,145,3_Northeast,11559
6747,Florida,Bradford,2,8,2_North Central,11556
6804,Florida,Columbia,2,31,2_North Central,11553
6680,Florida,Clay,3,23,3_Northeast,11557
6452,Florida,Alachua,2,2,2_North Central,11553
6544,Florida,St. Johns,3,145,3_Northeast,11559
6547,Florida,St. Johns,3,145,3_Northeast,11559
6792,Florida,Gulf,1,52,1_Northwest,11530
6453,Florida,Alachua,2,2,2_North Central,11554
6662,Florida,Franklin,1,45,1_Northwest,11528
6541,Florida,St. Johns,3,146,3_Northeast,11559
6459,Florida,Alachua,2,2,2_North Central,11553
6448,Florida,Alachua,2,2,2_North Central,11554
6450,Florida,Alachua,2,2,2_North Central,11554
6460,Florida,Alachua,2,2,2_North Central,11554
6457,Florida,Alachua,2,2,2_North Central,11554
6549,Florida,St. Johns,3,146,3_Northeast,11559
6552,Florida,St. Johns,3,145,3_Northeast,11559
6548,Florida,St. Johns,3,145,3_Northeast,11559
6546,Florida,St. Johns,3,145,3_Northeast,11559
6553,Florida,St. Johns,3,145,3_Northeast,11559
6554,Florida,St. Johns,3,145,3_Northeast,11559
6555,Florida,St. Johns,3,145,3_Northeast,11559
6545,Florida,St. Johns,3,145,3_Northeast,11559
6751,Florida,Bradford,2,8,2_North Central,11554
6663,Florida,Franklin,1,45,1_Northwest,11528
6556,Florida,St. Johns,3,146,3_Northeast,11559
6750,Florida,Bradford,2,8,2_North Central,11554
6749,Florida,Bradford,2,8,2_North Central,11556
6805,Florida,Columbia,2,31,2_North Central,11553
6557,Florida,St. Johns,3,145,3_Northeast,11559
6559,Florida,St. Johns,3,145,3_Northeast,11559
6560,Florida,St. Johns,3,145,3_Northeast,11559
6558,Florida,St. Johns,3,145,3_Northeast,11559
6897,Florida,Lafayette,2,76,2_North Central,11552
6754,Florida,Bradford,2,8,2_North Central,11554
6542,Florida,St. Johns,3,145,3_Northeast,11559
6562,Florida,St. Johns,3,146,3_Northeast,11559
6753,Florida,Bradford,2,8,2_North Central,11554
6564,Florida,St. Johns,3,145,3_Northeast,11559
6563,Florida,St. Johns,3,146,3_Northeast,11559
6551,Florida,St. Johns,3,146,3_Northeast,11559
6550,Florida,St. Johns,3,146,3_Northeast,11559
6570,Florida,St. Johns,3,145,3_Northeast,11559
6794,Florida,Gulf,1,52,1_Northwest,11530
6462,Florida,Alachua,2,2,2_North Central,11554
6512,Florida,Gilchrist,2,48,2_North Central,11552
6461,Florida,Alachua,2,2,2_North Central,11554
6759,Florida,Bradford,2,8,2_North Central,11556
6806,Florida,Columbia,2,31,2_North Central,11553
6757,Florida,Bradford,2,8,2_North Central,11554
6458,Florida,Alachua,2,2,2_North Central,11553
6665,Florida,Franklin,1,45,1_Northwest,11528
6932,Florida,Union,2,155,2_North Central,11554
6684,Florida,Clay,3,23,3_Northeast,11557
6573,Florida,St. Johns,3,145,3_Northeast,11559
6681,Florida,Clay,3,23,3_Northeast,11557
6755,Florida,Bradford,2,8,2_North Central,11556
6664,Florida,Franklin,1,45,1_Northwest,11528
6571,Florida,St. Johns,3,146,3_Northeast,11559
6807,Florida,Columbia,2,31,2_North Central,11553
6661,Florida,Franklin,1,45,1_Northwest,11530
6515,Florida,Gilchrist,2,48,2_North Central,11552
6762,Florida,Bradford,2,8,2_North Central,11556
6756,Florida,Bradford,2,8,2_North Central,11556
6788,Florida,Gulf,1,52,1_Northwest,11530
6764,Florida,Bradford,2,8,2_North Central,11556
6898,Florida,Lafayette,2,76,2_North Central,11547
6763,Florida,Bradford,2,8,2_North Central,11556
6463,Florida,Alachua,2,2,2_North Central,11554
7189,Florida,Duval,3,25,3_Northeast,11559
7611,Florida,Bay,1,6,1_Northwest,11525
7182,Florida,Duval,3,9,3_Northeast,11559
7176,Florida,Duval,3,25,3_Northeast,11558
7184,Florida,Duval,3,9,3_Northeast,11559
7759,Florida,Madison,2,90,2_North Central,11544
